Device Time,Engine Coolant Temperature(°C),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(cc/min),Fuel Rate (direct from ECU)(L/m),Fuel used (trip)(l),Odometer(from ECU)(km),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Trip distance (stored in vehicle profile)(km),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V)
14-jul-2025 13:12:26.944,86,16.47,3457.25,185.87,-,1.06,-,65.52,10.98,11.36,-1.07,13
14-jul-2025 13:12:28.432,86,13.73,3281.5,53.62,-,1.06,-,62.01,9.41,11.39,-11.36,13.1
14-jul-2025 13:12:29.919,86,32.55,2887.25,48.68,-,1.06,-,54.99,39.61,11.41,-11.51,13.1
14-jul-2025 13:12:31.403,86,70.59,3380.75,177.17,-,1.06,-,64.35,35.69,11.43,-1.5,13.1
14-jul-2025 13:12:32.906,86,36.08,3693.75,188.63,-,1.07,-,70.2,12.16,11.46,-2.66,13
14-jul-2025 13:12:34.423,86,16.08,3562.5,59.59,-,1.07,-,67.86,10.2,11.49,-11.22,13.1
14-jul-2025 13:12:35.923,85,13.73,3375.25,52.85,-,1.07,-,64.35,10.2,11.52,-11.51,13.1
14-jul-2025 13:12:37.410,85,14.51,3202.75,52.35,-,1.07,-,60.84,9.8,11.55,-11.36,13.1
14-jul-2025 13:12:38.918,85,10.98,2914.25,49.67,-,1.07,-,54.99,7.45,11.57,-11.36,13.1
14-jul-2025 13:12:40.401,85,5.49,2162.75,43.23,-,1.07,-,46.8,4.31,11.59,-11.51,13.1
14-jul-2025 13:12:41.909,85,3.92,1001,39.38,-,1.08,-,32.76,3.14,11.61,-10.78,13
14-jul-2025 13:12:43.450,85,3.92,848,18.9,-,1.08,-,12.87,3.14,11.62,-10.64,13.1
14-jul-2025 13:12:44.952,85,3.53,853.75,16.58,-,1.08,-,2.34,2.75,11.62,-10.49,13.1
14-jul-2025 13:12:46.436,85,3.53,830.25,15.54,-,1.08,-,0,3.14,11.62,-10.78,12.8
14-jul-2025 13:12:47.938,85,3.53,855,16.24,-,1.08,-,0,2.75,11.62,-10.49,12.8
14-jul-2025 13:12:49.470,86,3.92,834.75,16.14,-,1.08,-,0,3.14,11.62,-10.64,13.1
